County,State,FIPS.County.Code,X2006.Prescribing.Rate,Year,County.1,State.1,FIPS.County.Code.1,X2007.Prescribing.Rate,Year.1,County.2,State.2,FIPS.County.Code.2,X2008.Prescribing.Rate,Year.2,County.3,State.3,FIPS.County.Code.3,X2009.Prescribing.Rate,Year.3,County.4,State.4,FIPS.County.Code.4,X2010.Prescribing.Rate,Year.4,County.5,State.5,FIPS.County.Code.5,X2011.Prescribing.Rate,Year.5,County.6,State.6,FIPS.County.Code.6,X2012.Prescribing.Rate,Year.6,County.7,State.7,FIPS.County.Code.7,X2013.Prescribing.Rate,Year.7,County.8,State.8,FIPS.County.Code.8,X2014.Prescribing.Rate,Year.8,County.9,State.9,FIPS.County.Code.9,X2015.Prescribing.Rate,Year.9,County.10,State.10,FIPS.County.Code.10,X2016.Prescribing.Rate,Year.10,County.11,State.11,State.County.FIPS.Code,X2017,Year.11
"La Salle, LA",LA,22059,102.9,X2006.Prescribing.Rate,"La Salle, LA",LA,22059,111.2,X2007.Prescribing.Rate,"La Salle, LA",LA,22059,98.9,X2008.Prescribing.Rate,"La Salle, LA",LA,22059,104.6,X2009.Prescribing.Rate,"La Salle, LA",LA,22059,107.1,X2010.Prescribing.Rate,"La Salle, LA",LA,22059,105.6,X2011.Prescribing.Rate,"La Salle, LA",LA,22059,135.9,X2012.Prescribing.Rate,"La Salle, LA",LA,22059,135.7,X2013.Prescribing.Rate,"La Salle, LA",LA,22059,138.3,X2014.Prescribing.Rate,"La Salle, LA",LA,22059,118.7,X2015.Prescribing.Rate,"La Salle, LA",LA,22059,119.3,X2016.Prescribing.Rate,ANNE ARUNDEL,MD,24003,61.4,2017
"Lafayette, LA",LA,22055,137.8,X2006.Prescribing.Rate,"Lafayette, LA",LA,22055,133.3,X2007.Prescribing.Rate,"Lafayette, LA",LA,22055,128.9,X2008.Prescribing.Rate,"Lafayette, LA",LA,22055,119.4,X2009.Prescribing.Rate,"Lafayette, LA",LA,22055,127.5,X2010.Prescribing.Rate,"Lafayette, LA",LA,22055,128.2,X2011.Prescribing.Rate,"Lafayette, LA",LA,22055,136.3,X2012.Prescribing.Rate,"Lafayette, LA",LA,22055,122.9,X2013.Prescribing.Rate,"Lafayette, LA",LA,22055,112.1,X2014.Prescribing.Rate,"Lafayette, LA",LA,22055,102,X2015.Prescribing.Rate,"Lafayette, LA",LA,22055,97.1,X2016.Prescribing.Rate,BALTIMORE,MD,24005,63.5,2017
"Lafourche, LA",LA,22057,95.5,X2006.Prescribing.Rate,"Lafourche, LA",LA,22057,98.5,X2007.Prescribing.Rate,"Lafourche, LA",LA,22057,98.7,X2008.Prescribing.Rate,"Lafourche, LA",LA,22057,96.8,X2009.Prescribing.Rate,"Lafourche, LA",LA,22057,101.6,X2010.Prescribing.Rate,"Lafourche, LA",LA,22057,99,X2011.Prescribing.Rate,"Lafourche, LA",LA,22057,107.3,X2012.Prescribing.Rate,"Lafourche, LA",LA,22057,112.8,X2013.Prescribing.Rate,"Lafourche, LA",LA,22057,106.8,X2014.Prescribing.Rate,"Lafourche, LA",LA,22057,98.8,X2015.Prescribing.Rate,"Lafourche, LA",LA,22057,96.3,X2016.Prescribing.Rate,BALTIMORE CITY,MD,24510,48.5,2017
"Lincoln, LA",LA,22061,74.1,X2006.Prescribing.Rate,"Lincoln, LA",LA,22061,74,X2007.Prescribing.Rate,"Lincoln, LA",LA,22061,83.1,X2008.Prescribing.Rate,"Lincoln, LA",LA,22061,94.3,X2009.Prescribing.Rate,"Lincoln, LA",LA,22061,102.4,X2010.Prescribing.Rate,"Lincoln, LA",LA,22061,104.9,X2011.Prescribing.Rate,"Lincoln, LA",LA,22061,104.8,X2012.Prescribing.Rate,"Lincoln, LA",LA,22061,107.2,X2013.Prescribing.Rate,"Lincoln, LA",LA,22061,105.2,X2014.Prescribing.Rate,"Lincoln, LA",LA,22061,89.9,X2015.Prescribing.Rate,"Lincoln, LA",LA,22061,98.4,X2016.Prescribing.Rate,CALVERT,MD,24009,78.5,2017
"Livingston, LA",LA,22063,96.2,X2006.Prescribing.Rate,"Livingston, LA",LA,22063,103.3,X2007.Prescribing.Rate,"Livingston, LA",LA,22063,120.9,X2008.Prescribing.Rate,"Livingston, LA",LA,22063,124,X2009.Prescribing.Rate,"Livingston, LA",LA,22063,117.9,X2010.Prescribing.Rate,"Livingston, LA",LA,22063,125.7,X2011.Prescribing.Rate,"Livingston, LA",LA,22063,118.9,X2012.Prescribing.Rate,"Livingston, LA",LA,22063,110.9,X2013.Prescribing.Rate,"Livingston, LA",LA,22063,113.3,X2014.Prescribing.Rate,"Livingston, LA",LA,22063,106.2,X2015.Prescribing.Rate,"Livingston, LA",LA,22063,105.2,X2016.Prescribing.Rate,CAROLINE,MD,24011,40.8,2017
"Madison, LA",LA,22065,79.8,X2006.Prescribing.Rate,"Madison, LA",LA,22065,67.1,X2007.Prescribing.Rate,"Madison, LA",LA,22065,69.6,X2008.Prescribing.Rate,"Madison, LA",LA,22065,63.6,X2009.Prescribing.Rate,"Madison, LA",LA,22065,,X2010.Prescribing.Rate,"Madison, LA",LA,22065,,X2011.Prescribing.Rate,"Madison, LA",LA,22065,,X2012.Prescribing.Rate,"Madison, LA",LA,22065,,X2013.Prescribing.Rate,"Madison, LA",LA,22065,3.2,X2014.Prescribing.Rate,"Madison, LA",LA,22065,2.3,X2015.Prescribing.Rate,"Madison, LA",LA,22065,1.8,X2016.Prescribing.Rate,CARROLL,MD,24013,64.5,2017
"Morehouse, LA",LA,22067,87.3,X2006.Prescribing.Rate,"Morehouse, LA",LA,22067,103.7,X2007.Prescribing.Rate,"Morehouse, LA",LA,22067,105.3,X2008.Prescribing.Rate,"Morehouse, LA",LA,22067,112.6,X2009.Prescribing.Rate,"Morehouse, LA",LA,22067,108.5,X2010.Prescribing.Rate,"Morehouse, LA",LA,22067,111.5,X2011.Prescribing.Rate,"Morehouse, LA",LA,22067,115.3,X2012.Prescribing.Rate,"Morehouse, LA",LA,22067,119.7,X2013.Prescribing.Rate,"Morehouse, LA",LA,22067,124.3,X2014.Prescribing.Rate,"Morehouse, LA",LA,22067,109.3,X2015.Prescribing.Rate,"Morehouse, LA",LA,22067,118.4,X2016.Prescribing.Rate,CECIL,MD,24015,64.1,2017
"Natchitoches, LA",LA,22069,72.9,X2006.Prescribing.Rate,"Natchitoches, LA",LA,22069,80.5,X2007.Prescribing.Rate,"Natchitoches, LA",LA,22069,78.8,X2008.Prescribing.Rate,"Natchitoches, LA",LA,22069,71.8,X2009.Prescribing.Rate,"Natchitoches, LA",LA,22069,65.3,X2010.Prescribing.Rate,"Natchitoches, LA",LA,22069,82.6,X2011.Prescribing.Rate,"Natchitoches, LA",LA,22069,89.8,X2012.Prescribing.Rate,"Natchitoches, LA",LA,22069,91.6,X2013.Prescribing.Rate,"Natchitoches, LA",LA,22069,86.9,X2014.Prescribing.Rate,"Natchitoches, LA",LA,22069,70.5,X2015.Prescribing.Rate,"Natchitoches, LA",LA,22069,76.6,X2016.Prescribing.Rate,CHARLES,MD,24017,71.3,2017
"Orleans, LA",LA,22071,52.9,X2006.Prescribing.Rate,"Orleans, LA",LA,22071,64.2,X2007.Prescribing.Rate,"Orleans, LA",LA,22071,69.3,X2008.Prescribing.Rate,"Orleans, LA",LA,22071,70.7,X2009.Prescribing.Rate,"Orleans, LA",LA,22071,75.2,X2010.Prescribing.Rate,"Orleans, LA",LA,22071,75.3,X2011.Prescribing.Rate,"Orleans, LA",LA,22071,73.8,X2012.Prescribing.Rate,"Orleans, LA",LA,22071,73.1,X2013.Prescribing.Rate,"Orleans, LA",LA,22071,71.9,X2014.Prescribing.Rate,"Orleans, LA",LA,22071,67.8,X2015.Prescribing.Rate,"Orleans, LA",LA,22071,64.8,X2016.Prescribing.Rate,DORCHESTER,MD,24019,67.9,2017
"Ouachita, LA",LA,22073,124,X2006.Prescribing.Rate,"Ouachita, LA",LA,22073,126.2,X2007.Prescribing.Rate,"Ouachita, LA",LA,22073,129.7,X2008.Prescribing.Rate,"Ouachita, LA",LA,22073,134.3,X2009.Prescribing.Rate,"Ouachita, LA",LA,22073,135.8,X2010.Prescribing.Rate,"Ouachita, LA",LA,22073,128.4,X2011.Prescribing.Rate,"Ouachita, LA",LA,22073,128,X2012.Prescribing.Rate,"Ouachita, LA",LA,22073,127.5,X2013.Prescribing.Rate,"Ouachita, LA",LA,22073,124.8,X2014.Prescribing.Rate,"Ouachita, LA",LA,22073,120.4,X2015.Prescribing.Rate,"Ouachita, LA",LA,22073,110.9,X2016.Prescribing.Rate,FREDERICK,MD,24021,61.4,2017
"Plaquemines, LA",LA,22075,,X2006.Prescribing.Rate,"Plaquemines, LA",LA,22075,,X2007.Prescribing.Rate,"Plaquemines, LA",LA,22075,,X2008.Prescribing.Rate,"Plaquemines, LA",LA,22075,,X2009.Prescribing.Rate,"Plaquemines, LA",LA,22075,,X2010.Prescribing.Rate,"Plaquemines, LA",LA,22075,,X2011.Prescribing.Rate,"Plaquemines, LA",LA,22075,,X2012.Prescribing.Rate,"Plaquemines, LA",LA,22075,,X2013.Prescribing.Rate,"Plaquemines, LA",LA,22075,3.7,X2014.Prescribing.Rate,"Plaquemines, LA",LA,22075,2.8,X2015.Prescribing.Rate,"Plaquemines, LA",LA,22075,47.6,X2016.Prescribing.Rate,GARRETT,MD,24023,77.6,2017
"Pointe Coupee, LA",LA,22077,75.7,X2006.Prescribing.Rate,"Pointe Coupee, LA",LA,22077,74.4,X2007.Prescribing.Rate,"Pointe Coupee, LA",LA,22077,80.9,X2008.Prescribing.Rate,"Pointe Coupee, LA",LA,22077,86.3,X2009.Prescribing.Rate,"Pointe Coupee, LA",LA,22077,79.5,X2010.Prescribing.Rate,"Pointe Coupee, LA",LA,22077,89.7,X2011.Prescribing.Rate,"Pointe Coupee, LA",LA,22077,98.6,X2012.Prescribing.Rate,"Pointe Coupee, LA",LA,22077,94.8,X2013.Prescribing.Rate,"Pointe Coupee, LA",LA,22077,94.9,X2014.Prescribing.Rate,"Pointe Coupee, LA",LA,22077,83.3,X2015.Prescribing.Rate,"Pointe Coupee, LA",LA,22077,95,X2016.Prescribing.Rate,HARFORD,MD,24025,64.6,2017
"Rapides, LA",LA,22079,146.5,X2006.Prescribing.Rate,"Rapides, LA",LA,22079,155.2,X2007.Prescribing.Rate,"Rapides, LA",LA,22079,153.5,X2008.Prescribing.Rate,"Rapides, LA",LA,22079,158.7,X2009.Prescribing.Rate,"Rapides, LA",LA,22079,162.2,X2010.Prescribing.Rate,"Rapides, LA",LA,22079,165.6,X2011.Prescribing.Rate,"Rapides, LA",LA,22079,169.5,X2012.Prescribing.Rate,"Rapides, LA",LA,22079,174.7,X2013.Prescribing.Rate,"Rapides, LA",LA,22079,169.8,X2014.Prescribing.Rate,"Rapides, LA",LA,22079,152.6,X2015.Prescribing.Rate,"Rapides, LA",LA,22079,144,X2016.Prescribing.Rate,HOWARD,MD,24027,31.5,2017
"Red River, LA",LA,22081,86.3,X2006.Prescribing.Rate,"Red River, LA",LA,22081,,X2007.Prescribing.Rate,"Red River, LA",LA,22081,,X2008.Prescribing.Rate,"Red River, LA",LA,22081,,X2009.Prescribing.Rate,"Red River, LA",LA,22081,,X2010.Prescribing.Rate,"Red River, LA",LA,22081,,X2011.Prescribing.Rate,"Red River, LA",LA,22081,,X2012.Prescribing.Rate,"Red River, LA",LA,22081,,X2013.Prescribing.Rate,"Red River, LA",LA,22081,14.3,X2014.Prescribing.Rate,"Red River, LA",LA,22081,48.6,X2015.Prescribing.Rate,"Red River, LA",LA,22081,118,X2016.Prescribing.Rate,KENT,MD,24029,96.6,2017
"Richland, LA",LA,22083,44.1,X2006.Prescribing.Rate,"Richland, LA",LA,22083,57.4,X2007.Prescribing.Rate,"Richland, LA",LA,22083,59.6,X2008.Prescribing.Rate,"Richland, LA",LA,22083,67.1,X2009.Prescribing.Rate,"Richland, LA",LA,22083,70.1,X2010.Prescribing.Rate,"Richland, LA",LA,22083,65.9,X2011.Prescribing.Rate,"Richland, LA",LA,22083,67.8,X2012.Prescribing.Rate,"Richland, LA",LA,22083,67.6,X2013.Prescribing.Rate,"Richland, LA",LA,22083,80.2,X2014.Prescribing.Rate,"Richland, LA",LA,22083,68,X2015.Prescribing.Rate,"Richland, LA",LA,22083,139.3,X2016.Prescribing.Rate,MONTGOMERY,MD,24031,29.9,2017
"Sabine, LA",LA,22085,23.3,X2006.Prescribing.Rate,"Sabine, LA",LA,22085,23.6,X2007.Prescribing.Rate,"Sabine, LA",LA,22085,31.6,X2008.Prescribing.Rate,"Sabine, LA",LA,22085,43,X2009.Prescribing.Rate,"Sabine, LA",LA,22085,90.8,X2010.Prescribing.Rate,"Sabine, LA",LA,22085,96.8,X2011.Prescribing.Rate,"Sabine, LA",LA,22085,101.6,X2012.Prescribing.Rate,"Sabine, LA",LA,22085,106,X2013.Prescribing.Rate,"Sabine, LA",LA,22085,82.7,X2014.Prescribing.Rate,"Sabine, LA",LA,22085,62.8,X2015.Prescribing.Rate,"Sabine, LA",LA,22085,66.9,X2016.Prescribing.Rate,PRINCE GEORGE’S,MD,24033,34.2,2017
"St. Bernard, LA",LA,22087,106.9,X2006.Prescribing.Rate,"St. Bernard, LA",LA,22087,130,X2007.Prescribing.Rate,"St. Bernard, LA",LA,22087,133.9,X2008.Prescribing.Rate,"St. Bernard, LA",LA,22087,128.5,X2009.Prescribing.Rate,"St. Bernard, LA",LA,22087,122.5,X2010.Prescribing.Rate,"St. Bernard, LA",LA,22087,127.6,X2011.Prescribing.Rate,"St. Bernard, LA",LA,22087,143.7,X2012.Prescribing.Rate,"St. Bernard, LA",LA,22087,154.7,X2013.Prescribing.Rate,"St. Bernard, LA",LA,22087,170.4,X2014.Prescribing.Rate,"St. Bernard, LA",LA,22087,161.3,X2015.Prescribing.Rate,"St. Bernard, LA",LA,22087,147.5,X2016.Prescribing.Rate,QUEEN ANNE’S,MD,24035,57.8,2017
"St. Charles, LA",LA,22089,72.6,X2006.Prescribing.Rate,"St. Charles, LA",LA,22089,73.3,X2007.Prescribing.Rate,"St. Charles, LA",LA,22089,75.4,X2008.Prescribing.Rate,"St. Charles, LA",LA,22089,78,X2009.Prescribing.Rate,"St. Charles, LA",LA,22089,83.2,X2010.Prescribing.Rate,"St. Charles, LA",LA,22089,82.7,X2011.Prescribing.Rate,"St. Charles, LA",LA,22089,88.9,X2012.Prescribing.Rate,"St. Charles, LA",LA,22089,91.1,X2013.Prescribing.Rate,"St. Charles, LA",LA,22089,85.6,X2014.Prescribing.Rate,"St. Charles, LA",LA,22089,78.8,X2015.Prescribing.Rate,"St. Charles, LA",LA,22089,74,X2016.Prescribing.Rate,SAINT MARYS,MD,24037,56.9,2017
"St. Helena, LA",LA,22091,61.2,X2006.Prescribing.Rate,"St. Helena, LA",LA,22091,59.9,X2007.Prescribing.Rate,"St. Helena, LA",LA,22091,64.3,X2008.Prescribing.Rate,"St. Helena, LA",LA,22091,65.8,X2009.Prescribing.Rate,"St. Helena, LA",LA,22091,65,X2010.Prescribing.Rate,"St. Helena, LA",LA,22091,64.4,X2011.Prescribing.Rate,"St. Helena, LA",LA,22091,52.1,X2012.Prescribing.Rate,"St. Helena, LA",LA,22091,20.1,X2013.Prescribing.Rate,"St. Helena, LA",LA,22091,46.4,X2014.Prescribing.Rate,"St. Helena, LA",LA,22091,52.1,X2015.Prescribing.Rate,"St. Helena, LA",LA,22091,73.1,X2016.Prescribing.Rate,SOMERSET,MD,24039,42.2,2017
"St. James, LA",LA,22093,33.9,X2006.Prescribing.Rate,"St. James, LA",LA,22093,31.2,X2007.Prescribing.Rate,"St. James, LA",LA,22093,37.1,X2008.Prescribing.Rate,"St. James, LA",LA,22093,52.6,X2009.Prescribing.Rate,"St. James, LA",LA,22093,55.9,X2010.Prescribing.Rate,"St. James, LA",LA,22093,50.9,X2011.Prescribing.Rate,"St. James, LA",LA,22093,45.6,X2012.Prescribing.Rate,"St. James, LA",LA,22093,35.5,X2013.Prescribing.Rate,"St. James, LA",LA,22093,58.5,X2014.Prescribing.Rate,"St. James, LA",LA,22093,68.8,X2015.Prescribing.Rate,"St. James, LA",LA,22093,84,X2016.Prescribing.Rate,TALBOT,MD,24041,96.3,2017
"St. John the Baptist, LA",LA,22095,84.6,X2006.Prescribing.Rate,"St. John the Baptist, LA",LA,22095,84.9,X2007.Prescribing.Rate,"St. John the Baptist, LA",LA,22095,84.5,X2008.Prescribing.Rate,"St. John the Baptist, LA",LA,22095,84.6,X2009.Prescribing.Rate,"St. John the Baptist, LA",LA,22095,86,X2010.Prescribing.Rate,"St. John the Baptist, LA",LA,22095,87.5,X2011.Prescribing.Rate,"St. John the Baptist, LA",LA,22095,93.9,X2012.Prescribing.Rate,"St. John the Baptist, LA",LA,22095,98.7,X2013.Prescribing.Rate,"St. John the Baptist, LA",LA,22095,97.5,X2014.Prescribing.Rate,"St. John the Baptist, LA",LA,22095,98.4,X2015.Prescribing.Rate,"St. John the Baptist, LA",LA,22095,93.2,X2016.Prescribing.Rate,WASHINGTON,MD,24043,100.2,2017
"St. Landry, LA",LA,22097,137.7,X2006.Prescribing.Rate,"St. Landry, LA",LA,22097,144.5,X2007.Prescribing.Rate,"St. Landry, LA",LA,22097,152,X2008.Prescribing.Rate,"St. Landry, LA",LA,22097,158.7,X2009.Prescribing.Rate,"St. Landry, LA",LA,22097,159.8,X2010.Prescribing.Rate,"St. Landry, LA",LA,22097,156.9,X2011.Prescribing.Rate,"St. Landry, LA",LA,22097,161,X2012.Prescribing.Rate,"St. Landry, LA",LA,22097,161.6,X2013.Prescribing.Rate,"St. Landry, LA",LA,22097,158.1,X2014.Prescribing.Rate,"St. Landry, LA",LA,22097,151.2,X2015.Prescribing.Rate,"St. Landry, LA",LA,22097,145.5,X2016.Prescribing.Rate,WICOMICO,MD,24045,66.3,2017
"St. Martin, LA",LA,22099,78.7,X2006.Prescribing.Rate,"St. Martin, LA",LA,22099,78.1,X2007.Prescribing.Rate,"St. Martin, LA",LA,22099,82.5,X2008.Prescribing.Rate,"St. Martin, LA",LA,22099,86.6,X2009.Prescribing.Rate,"St. Martin, LA",LA,22099,80.7,X2010.Prescribing.Rate,"St. Martin, LA",LA,22099,79.2,X2011.Prescribing.Rate,"St. Martin, LA",LA,22099,90.6,X2012.Prescribing.Rate,"St. Martin, LA",LA,22099,89.9,X2013.Prescribing.Rate,"St. Martin, LA",LA,22099,86.4,X2014.Prescribing.Rate,"St. Martin, LA",LA,22099,78.1,X2015.Prescribing.Rate,"St. Martin, LA",LA,22099,74.8,X2016.Prescribing.Rate,WORCESTER,MD,24047,63,2017
"St. Mary, LA",LA,22101,115.4,X2006.Prescribing.Rate,"St. Mary, LA",LA,22101,109.1,X2007.Prescribing.Rate,"St. Mary, LA",LA,22101,107.7,X2008.Prescribing.Rate,"St. Mary, LA",LA,22101,116,X2009.Prescribing.Rate,"St. Mary, LA",LA,22101,119.3,X2010.Prescribing.Rate,"St. Mary, LA",LA,22101,126.5,X2011.Prescribing.Rate,"St. Mary, LA",LA,22101,139.9,X2012.Prescribing.Rate,"St. Mary, LA",LA,22101,131.6,X2013.Prescribing.Rate,"St. Mary, LA",LA,22101,126.5,X2014.Prescribing.Rate,"St. Mary, LA",LA,22101,118.8,X2015.Prescribing.Rate,"St. Mary, LA",LA,22101,107.6,X2016.Prescribing.Rate,ANDROSCOGGIN,ME,23001,58.9,2017
"St. Tammany, LA",LA,22103,157.4,X2006.Prescribing.Rate,"St. Tammany, LA",LA,22103,153.5,X2007.Prescribing.Rate,"St. Tammany, LA",LA,22103,145.7,X2008.Prescribing.Rate,"St. Tammany, LA",LA,22103,142.4,X2009.Prescribing.Rate,"St. Tammany, LA",LA,22103,143.4,X2010.Prescribing.Rate,"St. Tammany, LA",LA,22103,138.4,X2011.Prescribing.Rate,"St. Tammany, LA",LA,22103,135.5,X2012.Prescribing.Rate,"St. Tammany, LA",LA,22103,127.3,X2013.Prescribing.Rate,"St. Tammany, LA",LA,22103,119.1,X2014.Prescribing.Rate,"St. Tammany, LA",LA,22103,106.3,X2015.Prescribing.Rate,"St. Tammany, LA",LA,22103,102.6,X2016.Prescribing.Rate,AROOSTOOK,ME,23003,63.5,2017
"Tangipahoa, LA",LA,22105,137.1,X2006.Prescribing.Rate,"Tangipahoa, LA",LA,22105,136.2,X2007.Prescribing.Rate,"Tangipahoa, LA",LA,22105,147.4,X2008.Prescribing.Rate,"Tangipahoa, LA",LA,22105,149.5,X2009.Prescribing.Rate,"Tangipahoa, LA",LA,22105,145,X2010.Prescribing.Rate,"Tangipahoa, LA",LA,22105,144,X2011.Prescribing.Rate,"Tangipahoa, LA",LA,22105,148,X2012.Prescribing.Rate,"Tangipahoa, LA",LA,22105,154.3,X2013.Prescribing.Rate,"Tangipahoa, LA",LA,22105,147.4,X2014.Prescribing.Rate,"Tangipahoa, LA",LA,22105,140.7,X2015.Prescribing.Rate,"Tangipahoa, LA",LA,22105,129.5,X2016.Prescribing.Rate,CUMBERLAND,ME,23005,44.3,2017
"Tensas, LA",LA,22107,,X2006.Prescribing.Rate,"Tensas, LA",LA,22107,,X2007.Prescribing.Rate,"Tensas, LA",LA,22107,,X2008.Prescribing.Rate,"Tensas, LA",LA,22107,,X2009.Prescribing.Rate,"Tensas, LA",LA,22107,,X2010.Prescribing.Rate,"Tensas, LA",LA,22107,,X2011.Prescribing.Rate,"Tensas, LA",LA,22107,,X2012.Prescribing.Rate,"Tensas, LA",LA,22107,12.8,X2013.Prescribing.Rate,"Tensas, LA",LA,22107,56,X2014.Prescribing.Rate,"Tensas, LA",LA,22107,46,X2015.Prescribing.Rate,"Tensas, LA",LA,22107,44.6,X2016.Prescribing.Rate,FRANKLIN,ME,23007,49.4,2017
"Terrebonne, LA",LA,22109,111.3,X2006.Prescribing.Rate,"Terrebonne, LA",LA,22109,113.5,X2007.Prescribing.Rate,"Terrebonne, LA",LA,22109,120.2,X2008.Prescribing.Rate,"Terrebonne, LA",LA,22109,122.3,X2009.Prescribing.Rate,"Terrebonne, LA",LA,22109,127.3,X2010.Prescribing.Rate,"Terrebonne, LA",LA,22109,126.4,X2011.Prescribing.Rate,"Terrebonne, LA",LA,22109,121.5,X2012.Prescribing.Rate,"Terrebonne, LA",LA,22109,116.9,X2013.Prescribing.Rate,"Terrebonne, LA",LA,22109,112.7,X2014.Prescribing.Rate,"Terrebonne, LA",LA,22109,102.5,X2015.Prescribing.Rate,"Terrebonne, LA",LA,22109,97.5,X2016.Prescribing.Rate,HANCOCK,ME,23009,53,2017
"Union, LA",LA,22111,56.2,X2006.Prescribing.Rate,"Union, LA",LA,22111,58.3,X2007.Prescribing.Rate,"Union, LA",LA,22111,62.9,X2008.Prescribing.Rate,"Union, LA",LA,22111,50.6,X2009.Prescribing.Rate,"Union, LA",LA,22111,37.6,X2010.Prescribing.Rate,"Union, LA",LA,22111,50.1,X2011.Prescribing.Rate,"Union, LA",LA,22111,68.7,X2012.Prescribing.Rate,"Union, LA",LA,22111,64.9,X2013.Prescribing.Rate,"Union, LA",LA,22111,74.7,X2014.Prescribing.Rate,"Union, LA",LA,22111,72,X2015.Prescribing.Rate,"Union, LA",LA,22111,86.2,X2016.Prescribing.Rate,KENNEBEC,ME,23011,83.9,2017
"Vermilion, LA",LA,22113,96.4,X2006.Prescribing.Rate,"Vermilion, LA",LA,22113,89.7,X2007.Prescribing.Rate,"Vermilion, LA",LA,22113,92.1,X2008.Prescribing.Rate,"Vermilion, LA",LA,22113,92.9,X2009.Prescribing.Rate,"Vermilion, LA",LA,22113,91.5,X2010.Prescribing.Rate,"Vermilion, LA",LA,22113,95.3,X2011.Prescribing.Rate,"Vermilion, LA",LA,22113,83.2,X2012.Prescribing.Rate,"Vermilion, LA",LA,22113,80.3,X2013.Prescribing.Rate,"Vermilion, LA",LA,22113,76.6,X2014.Prescribing.Rate,"Vermilion, LA",LA,22113,69.4,X2015.Prescribing.Rate,"Vermilion, LA",LA,22113,66.1,X2016.Prescribing.Rate,KNOX,ME,23013,55.1,2017
"Vernon, LA",LA,22115,13.6,X2006.Prescribing.Rate,"Vernon, LA",LA,22115,14.1,X2007.Prescribing.Rate,"Vernon, LA",LA,22115,61,X2008.Prescribing.Rate,"Vernon, LA",LA,22115,60.9,X2009.Prescribing.Rate,"Vernon, LA",LA,22115,68.5,X2010.Prescribing.Rate,"Vernon, LA",LA,22115,72,X2011.Prescribing.Rate,"Vernon, LA",LA,22115,87.3,X2012.Prescribing.Rate,"Vernon, LA",LA,22115,107.1,X2013.Prescribing.Rate,"Vernon, LA",LA,22115,104.1,X2014.Prescribing.Rate,"Vernon, LA",LA,22115,91.5,X2015.Prescribing.Rate,"Vernon, LA",LA,22115,78.2,X2016.Prescribing.Rate,LINCOLN,ME,23015,37.8,2017
"Washington, LA",LA,22117,126.2,X2006.Prescribing.Rate,"Washington, LA",LA,22117,136,X2007.Prescribing.Rate,"Washington, LA",LA,22117,152.2,X2008.Prescribing.Rate,"Washington, LA",LA,22117,151.6,X2009.Prescribing.Rate,"Washington, LA",LA,22117,153.9,X2010.Prescribing.Rate,"Washington, LA",LA,22117,169.6,X2011.Prescribing.Rate,"Washington, LA",LA,22117,162.9,X2012.Prescribing.Rate,"Washington, LA",LA,22117,152.6,X2013.Prescribing.Rate,"Washington, LA",LA,22117,141.7,X2014.Prescribing.Rate,"Washington, LA",LA,22117,119.3,X2015.Prescribing.Rate,"Washington, LA",LA,22117,136.9,X2016.Prescribing.Rate,OXFORD,ME,23017,61.2,2017
"Webster, LA",LA,22119,74.3,X2006.Prescribing.Rate,"Webster, LA",LA,22119,79.3,X2007.Prescribing.Rate,"Webster, LA",LA,22119,86.4,X2008.Prescribing.Rate,"Webster, LA",LA,22119,123.9,X2009.Prescribing.Rate,"Webster, LA",LA,22119,131,X2010.Prescribing.Rate,"Webster, LA",LA,22119,115.7,X2011.Prescribing.Rate,"Webster, LA",LA,22119,126.1,X2012.Prescribing.Rate,"Webster, LA",LA,22119,131.7,X2013.Prescribing.Rate,"Webster, LA",LA,22119,133.8,X2014.Prescribing.Rate,"Webster, LA",LA,22119,112.8,X2015.Prescribing.Rate,"Webster, LA",LA,22119,114.7,X2016.Prescribing.Rate,PENOBSCOT,ME,23019,60,2017
"West Baton Rouge, LA",LA,22121,61.6,X2006.Prescribing.Rate,"West Baton Rouge, LA",LA,22121,88.5,X2007.Prescribing.Rate,"West Baton Rouge, LA",LA,22121,126.6,X2008.Prescribing.Rate,"West Baton Rouge, LA",LA,22121,111.8,X2009.Prescribing.Rate,"West Baton Rouge, LA",LA,22121,104.3,X2010.Prescribing.Rate,"West Baton Rouge, LA",LA,22121,92.4,X2011.Prescribing.Rate,"West Baton Rouge, LA",LA,22121,82.7,X2012.Prescribing.Rate,"West Baton Rouge, LA",LA,22121,90.5,X2013.Prescribing.Rate,"West Baton Rouge, LA",LA,22121,111.5,X2014.Prescribing.Rate,"West Baton Rouge, LA",LA,22121,104.2,X2015.Prescribing.Rate,"West Baton Rouge, LA",LA,22121,101.1,X2016.Prescribing.Rate,PISCATAQUIS,ME,23021,63.4,2017
